Article Name,Topic,Functions Spanned,Live Link
Route tickets in help desk based on agent skills,Help Desk,Permissions; Teams; Users; Ai; Workflow; Workflows; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/help-desk/route-tickets-in-help-desk-based-on-agent-skills-in-your-account
Set a default email address for teams in help desk,Help Desk,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Email; Help Desk,https://knowledge.hubspot.com/help-desk/set-a-default-email-address-for-teams-in-help-desk
Set SLA goals in help desk,Help Desk,Permissions; Users; Breeze; Ai; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Properties,https://knowledge.hubspot.com/help-desk/set-sla-goals-in-help-desk
Set ticket capacity limits for users in help desk,Help Desk,Permissions; Users; Ai; Agents; Workflow; Workflows; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets,https://knowledge.hubspot.com/help-desk/set-ticket-capacity-limits-for-users-in-help-desk
Snooze tickets in help desk,Help Desk,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Email; Conversations Inbox; Help Desk,https://knowledge.hubspot.com/help-desk/snooze-tickets-in-help-desk
Sync and manage help desk tickets in Google Chat,Help Desk,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Properties; Email; Help Desk; Edit and manage your sync settings,https://knowledge.hubspot.com/help-desk/sync-and-manage-help-desk-tickets-in-google-chat
Sync and manage help desk tickets in Microsoft Teams,Help Desk,Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Properties; Email; Help Desk,https://knowledge.hubspot.com/help-desk/sync-and-manage-help-desk-tickets-in-microsoft-teams
Sync and manage help desk tickets in Slack,Help Desk,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Properties; Email; Help Desk; Edit and manage your sync settings,https://knowledge.hubspot.com/help-desk/sync-and-manage-help-desk-tickets-in-slack
Turn on automatic chat transcripts in help desk,Help Desk,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Help Desk; Inbox,https://knowledge.hubspot.com/help-desk/turn-on-automatic-chat-transcripts-in-help-desk
Analyze team performance in help desk using the Quality Assurance score,Help Desk,Teams; Users; Ai; Delays; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Email; Analytics,https://knowledge.hubspot.com/help-desk/use-breeze-qa-scores
Use reply recommendations in help desk,Help Desk,Account Settings; Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Email,https://knowledge.hubspot.com/help-desk/use-reply-recommendations-in-help-desk
Use help desk spaces,Help Desk,Permissions; Teams; Users; Ai; Agents; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Properties,https://knowledge.hubspot.com/help-desk/use-spaces-in-help-desk
Use the Customer Experience (CX) score to analyze help desk tickets,Help Desk,Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Email; Dashboards; Reports,https://knowledge.hubspot.com/help-desk/use-the-customer-experience-cx-score-to-analyze-help-desk-tickets
Use the help desk coaching page,Help Desk,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Properties; Email; Reports,https://knowledge.hubspot.com/help-desk/use-the-help-desk-coaching-page
Analyze team performance in help desk using the Quality Assurance score,Help Desk,Teams; Users; Ai; Delays; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Email; Analytics,https://knowledge.hubspot.com/help-desk/use-the-quality-assurance-score-to-analyze-help-desk-tickets
Append or replace multiple checkbox property values,Import And Export,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records,https://knowledge.hubspot.com/import-and-export/add-or-replace-multiple-checkbox-property-values
Generate an example import file,Import And Export,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records; Properties,https://knowledge.hubspot.com/import-and-export/download-example-import-file
Require approvals for exports,Import And Export,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Records; Exports; Email,https://knowledge.hubspot.com/import-and-export/export-approvals
Export contact data,Import And Export,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties,https://knowledge.hubspot.com/import-and-export/export-contact-data
Export your records,Import And Export,Domains; Permissions; Users; Ai; Payments; Subscriptions; Products; Line Items; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/import-and-export/export-records
Overview of imports,Import And Export,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Imports,https://knowledge.hubspot.com/import-and-export/get-started-with-imports
Import contacts on the HubSpot mobile app,Import And Export,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records; Properties,https://knowledge.hubspot.com/import-and-export/import-contacts-on-the-hubspot-mobile-app
Import contacts,Import And Export,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/import-and-export/import-contacts-quick-import
Import records for multiple objects,Import And Export,Permissions; Users; Breeze; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies,https://knowledge.hubspot.com/import-and-export/import-objects
Import records for a single object,Import And Export,Permissions; Users; Breeze; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies,https://knowledge.hubspot.com/import-and-export/import-records-for-a-single-object
Repeat a past import,Import And Export,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Imports,https://knowledge.hubspot.com/import-and-export/repeat-a-past-import
Sample import files,Import And Export,Users; Ai; Subscriptions; Products; Line Items; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/import-and-export/sample-import-files
Format import files,Import And Export,Domains; Users; Ai; Workflow; Subscriptions; Products; Line Items; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/import-and-export/set-up-your-import-file
Review and troubleshoot record import errors,Import And Export,Domains; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/import-and-export/troubleshoot-import-errors
Understand the import tool,Import And Export,Domains; Users; Ai; Subscriptions; Products; Line Items; Blog; Cms; Content; Knowledge Base; Contacts; Companies,https://knowledge.hubspot.com/import-and-export/understand-the-import-tool
Set up export notifications and view a log of exports in your account,Import And Export,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Exports,https://knowledge.hubspot.com/import-and-export/view-a-log-of-your-users-exports-in-your-account
View and analyze past imports,Import And Export,Permissions; Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Deals,https://knowledge.hubspot.com/import-and-export/view-and-analyze-previous-imports
Assign a conversation owner in a workflow,Inbox,Users; Ai; Workflow; Workflows; Enrollment; Re Enrollment; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/inbox/assign-a-conversation-owner-in-a-workflow
Compose and reply to messages in the conversations inbox,Inbox,Permissions; Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Tickets,https://knowledge.hubspot.com/inbox/chat-with-your-website-visitors
Collaborate with your team in the conversations inbox,Inbox,Permissions; Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Tickets; Email,https://knowledge.hubspot.com/inbox/collaborate-with-your-team-in-the-conversations-inbox
Collect and manage consent for WhatsApp conversations,Inbox,Users; Ai; Workflow; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Templates; Conversations Inbox,https://knowledge.hubspot.com/inbox/collect-consent-for-whatsapp-conversations
Compose and reply to messages in the conversations inbox,Inbox,Permissions; Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Tickets,https://knowledge.hubspot.com/inbox/compose-and-reply-to-emails-in-the-conversations-inbox
Configure capacity limits for chat channels connected to the inbox,Inbox,Permissions; Users; Ai; Agents; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Chatflows; Conversations Inbox,https://knowledge.hubspot.com/inbox/configure-chat-capacity-limits-for-agents-in-your-account
Forward emails to a hosted email address in the conversations inbox,Inbox,Teams; Users; Ai; Agents; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Tickets,https://knowledge.hubspot.com/inbox/connect-a-hosted-email-to-your-conversations-inbox
Connect a WhatsApp channel to the conversations inbox,Inbox,Permissions; Teams; Users; Ai; Workflow; Workflows; Subscriptions; Quotes; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/inbox/connect-a-whatsapp-channel-to-the-conversations-inbox
Connect a WhatsApp number to HubSpot using coexistence,Inbox,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Imports; Email; Conversations Inbox,https://knowledge.hubspot.com/inbox/connect-a-whatsapp-number-to-hubspot-using-coexistence
Connect and customize a chat channel in the conversations inbox,Inbox,Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Website Pages; Knowledge Base; Email; Forms,https://knowledge.hubspot.com/inbox/connect-and-customize-a-chat-channel-in-the-conversations-inbox
Connect channels to the conversations inbox,Inbox,Permissions; Teams; Users; Ai; Agents; Automation; Subscriptions; Products; Blog; Cms; Content; Website Pages,https://knowledge.hubspot.com/inbox/connect-channels-to-the-conversations-inbox
Connect custom channels to the conversations inbox,Inbox,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Properties; Ads,https://knowledge.hubspot.com/inbox/connect-custom-channels-to-the-conversations-inbox
Connect a WhatsApp channel to the conversations inbox,Inbox,Permissions; Teams; Users; Ai; Workflow; Workflows; Subscriptions; Quotes; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/inbox/connect-whatsapp-to-the-conversations-inbox
Create contacts in your conversations inbox,Inbox,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Email; Chatflows; Conversations Inbox,https://knowledge.hubspot.com/inbox/create-contacts-in-your-conversations-inbox
Customize and send WhatsApp message templates,Inbox,Users; Ai; Workflow; Workflows; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/inbox/customize-and-manage-whatsapp-message-templates
Delete a conversations inbox,Inbox,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ads; Email; Conversations Inbox; Help Desk,https://knowledge.hubspot.com/inbox/delete-a-conversations-inbox
Update the WhatsApp consent status of your contacts in bulk,Inbox,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Inbox,https://knowledge.hubspot.com/inbox/edit-the-whatsapp-consent-status-of-your-contacts-in-bulk
HubSpot's conversations properties,Inbox,Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Properties,https://knowledge.hubspot.com/inbox/hubspots-conversations-properties
Manage customer portal settings,Inbox,Domains; Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Tickets; Records,https://knowledge.hubspot.com/inbox/manage-customer-portal-settings
Manage the allow and deny list in the conversations inbox or help desk,Inbox,Domains; Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/inbox/manage-your-allow-and-deny-list
Manage user availability for the conversations inbox,Inbox,Permissions; Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Conversations Inbox,https://knowledge.hubspot.com/inbox/manage-your-inbox-users
Organize conversations into custom views in the inbox,Inbox,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Properties; Email; Forms,https://knowledge.hubspot.com/inbox/organize-conversations-into-custom-views-in-the-inbox
Overview of the conversations inbox,Inbox,Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Tickets; Records; Ads,https://knowledge.hubspot.com/inbox/overview-of-the-conversations-inbox
Report on chat and email conversations,Inbox,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Properties; Email; Dashboards; Reports,https://knowledge.hubspot.com/inbox/report-on-chat-and-email-conversations
Review WhatsApp subscription statuses,Inbox,Users; Ai; Workflow; Workflows; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Lists; Email,https://knowledge.hubspot.com/inbox/review-whatsapp-subscription-status
Set SLAs in the inbox,Inbox,Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Blog; Cms; Content; Knowledge Base; Tickets; Records,https://knowledge.hubspot.com/inbox/set-slas-in-the-inbox
Set up a customer portal,Inbox,Domains; Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Tickets; Email,https://knowledge.hubspot.com/inbox/set-up-a-customer-portal
Set up the conversations inbox,Inbox,Permissions; Teams; Users; Ai; Agents; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/inbox/set-up-the-conversations-inbox
Set up routing rules in the conversations inbox,Inbox,Teams; Users; Ai; Agents; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Tickets,https://knowledge.hubspot.com/inbox/set-your-conversations-routing-rules
Turn on automatic chat transcripts in the conversations inbox,Inbox,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Email; Conversations Inbox,https://knowledge.hubspot.com/inbox/turn-on-automatic-chat-transcripts-in-the-conversations-inbox
Use AI assistants in the conversations inbox,Inbox,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Conversations Inbox; Inbox,https://knowledge.hubspot.com/inbox/use-ai-assistants-in-the-conversations-inbox
Use conversations on the HubSpot mobile app,Inbox,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Tickets; Associations; Email; Conversations Inbox,https://knowledge.hubspot.com/inbox/use-conversations-on-the-hubspot-mobile-app
A guide to the conversations inbox,Inbox,Users; Breeze; Ai; Subscriptions; Quotes; Products; Blog; Cms; Content; Knowledge Base; Contacts; Deals,https://knowledge.hubspot.com/inbox/use-the-conversations-inbox
Embed HubSpot data into a Microsoft Dynamics 365 app,Integrations,Permissions; Users; Ai; Workflow; Workflows; Enrollment; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/add-hubspot-insights-to-microsoft-dynamics-365
Add the Website Grader widget to your website,Integrations,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Hubdb; Contacts; Companies; Deals,https://knowledge.hubspot.com/integrations/add-the-website-grader-widget-to-your-website
Add Zoom to your HubSpot meeting link,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Tickets,https://knowledge.hubspot.com/integrations/add-zoom-to-your-hubspot-meeting-links
Manage notifications in Slack,Integrations,Users; Ai; Copilot; Workflow; Workflows; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/associate-a-slack-channel-to-a-record
Association mapping with data sync,Integrations,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records; Associations; Lists,https://knowledge.hubspot.com/integrations/association-mapping-with-data-sync
Configure prompts for Breeze agents with HubSpot MCP Client,Integrations,Users; Breeze; Ai; Agents; Subscriptions; Blog; Cms; Content; Knowledge Base; Companies; Deals; Ads,https://knowledge.hubspot.com/integrations/configure-prompts-for-breeze-agents-with-hubspot-mcp-client
Connect and use HubSpot data sync,Integrations,Permissions; Users; Breeze; Ai; Invoices; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/integrations/connect-and-use-hubspot-data-sync
Connect HubSpot and Sansan,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties,https://knowledge.hubspot.com/integrations/connect-and-use-hubspots-sansan-integration
Connect Google Drive to HubSpot,Integrations,Permissions; Teams; Users; Breeze; Ai; Content Remix; Workflow; Workflows; Automation; Subscriptions; Products; Blog,https://knowledge.hubspot.com/integrations/connect-google-drive-to-hubspot
Connect HubSpot and Adobe Acrobat Sign,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/integrations/connect-hubspot-and-adobe-acrobat-sign
Connect HubSpot and AWS S3,Integrations,Account Settings; Permissions; Teams; Users; Ai; Payments; Invoices; Subscriptions; Products; Blog; Cms; Content,https://knowledge.hubspot.com/integrations/connect-hubspot-and-aws-s3
Connect HubSpot and Google BigQuery,Integrations,Permissions; Teams; Users; Ai; Payments; Invoices; Subscriptions; Products; Blog; Cms; Content; Landing Pages,https://knowledge.hubspot.com/integrations/connect-hubspot-and-google-bigquery
Connect HubSpot and Google Chat,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/integrations/connect-hubspot-and-google-chat
Connect HubSpot and Google Contacts,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Properties,https://knowledge.hubspot.com/integrations/connect-hubspot-and-google-contacts
Connect HubSpot and Jira (Data Sync),Integrations,Permissions; Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Tickets; Records,https://knowledge.hubspot.com/integrations/connect-hubspot-and-jira-data-sync
Connect HubSpot and LinkedIn Sales Navigator and Business Manager via CRM Sync,Integrations,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Records,https://knowledge.hubspot.com/integrations/connect-hubspot-and-linkedin-crm-sync
Connect HubSpot and Microsoft Dynamics 365,Integrations,Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Products; Line Items; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/connect-hubspot-and-microsoft-dynamics-365
Connect HubSpot and Microsoft Teams,Integrations,Permissions; Teams; Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/integrations/connect-hubspot-and-microsoft-teams
Connect HubSpot and Outlook Contacts,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/integrations/connect-hubspot-and-outlook-contacts
Connect HubSpot and QuickBooks Online,Integrations,Permissions; Teams; Users; Ai; Workflow; Workflows; Payments; Payment Links; Invoices; Subscriptions; Quotes; Products,https://knowledge.hubspot.com/integrations/connect-hubspot-and-quickbooks-online
Connect HubSpot and Shopify (Data Sync),Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records,https://knowledge.hubspot.com/integrations/connect-hubspot-and-shopify-data-sync
Connect HubSpot and Shopify (Data Sync),Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records,https://knowledge.hubspot.com/integrations/connect-hubspot-and-shopify-via-data-sync
Connect HubSpot and Snowflake,Integrations,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Records; Properties; Associations; Data Sync,https://knowledge.hubspot.com/integrations/connect-hubspot-and-snowflake-data-sync
Connect HubSpot and Xero (Data Sync),Integrations,Permissions; Teams; Users; Ai; Workflow; Workflows; Payments; Invoices; Subscriptions; Quotes; Products; Line Items,https://knowledge.hubspot.com/integrations/connect-hubspot-and-xero-data-sync
Connect HubSpot and Zoho,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Properties; Data Sync; Email,https://knowledge.hubspot.com/integrations/connect-hubspot-and-zoho
Connect HubSpot and Snowflake Data Share,Integrations,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Datasets; Ads; Campaigns,https://knowledge.hubspot.com/integrations/connect-snowflake-data-share
Connect the Cookiebot integration,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Meetings; Connect the Cookiebot integration,https://knowledge.hubspot.com/integrations/connect-the-cookiebot-integration
Create and use custom LLM workflow actions,Integrations,Permissions; Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/connect-your-anthropic-account-to-hubspot
Set up and use the HubSpot connector for ChatGPT,Integrations,Permissions; Teams; Users; Ai; Workflow; Invoices; Subscriptions; Quotes; Products; Line Items; Blog; Cms,https://knowledge.hubspot.com/integrations/connect-your-hubspot-account-to-chatgpt
Create and use custom LLM workflow actions,Integrations,Permissions; Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/connect-your-openai-account-to-hubspot
Add HubSpot forms to WordPress pages and posts (legacy),Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Ctas; Email; Forms; Analytics,https://knowledge.hubspot.com/integrations/create-a-hubspot-form-in-wordpress
Create a NetSuite sales order in HubSpot,Integrations,Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Products; Line Items; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/create-a-netsuite-sales-order-in-hubspot
Create and use custom LLM workflow actions,Integrations,Permissions; Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/create-and-use-custom-llm-workflow-actions
Create HubSpot tasks and tickets in Microsoft Teams,Integrations,Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Tickets; Records; Email,https://knowledge.hubspot.com/integrations/create-hubspot-tasks-and-tickets-in-microsoft-teams
Customize Breeze agents with HubSpot MCP Client,Integrations,Permissions; Users; Breeze; Ai; Agents; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/integrations/customize-breeze-agents-with-hubspot-mcp-client
Authenticate your apps for HubSpot data sync,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Data Sync; Email,https://knowledge.hubspot.com/integrations/data-sync-authentication
Embed HubSpot data into a Microsoft Dynamics 365 app,Integrations,Permissions; Users; Ai; Workflow; Workflows; Enrollment; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/embed-hubspot-data-into-a-microsoft-dynamics-365-app
Embed HubSpot data into a NetSuite layout,Integrations,Permissions; Users; Ai; Workflow; Workflows; Enrollment; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/embed-hubspot-data-into-a-netsuite-layout
Embed HubSpot data into a Zoho CRM record,Integrations,Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Properties; Associations,https://knowledge.hubspot.com/integrations/embed-hubspot-data-into-a-zoho-record
Turn on the Google Search Console integration in HubSpot,Integrations,Domains; Users; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Contacts; Properties,https://knowledge.hubspot.com/integrations/enable-the-google-search-console-integration-for-your-content-strategy-tool
GoToWebinar | Frequently Asked Questions,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Deduplicate,https://knowledge.hubspot.com/integrations/gotowebinar-faq
Use HubSpot's integration with SurveyMonkey,Integrations,Permissions; Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Products; Blog; Cms; Content,https://knowledge.hubspot.com/integrations/how-do-i-set-up-and-deploy-a-surveymonkey-survey-with-hubspot
Connect HubSpot and Slack,Integrations,Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records,https://knowledge.hubspot.com/integrations/how-do-i-use-the-slack-integration
Use HubSpot's integration with Eventbrite,Integrations,Permissions; Users; Ai; Workflow; Workflows; Enrollment; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/how-to-connect-hubspot-and-eventbrite
Connect HubSpot and LinkedIn Sales Navigator,Integrations,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records; Ads,https://knowledge.hubspot.com/integrations/how-to-connect-hubspot-and-linkedin-sales-navigator
Use HubSpot's integration with Zapier,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/integrations/how-to-use-zapier-and-hubspot
HubSpot's default marketing event properties,Integrations,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Properties; Email,https://knowledge.hubspot.com/integrations/hubspots-default-marketing-event-properties
Import Adobe Acrobat Sign agreements data,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Imports,https://knowledge.hubspot.com/integrations/import-adobe-acrobat-sign-agreements-data
Import marketing event participants,Integrations,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Duplicate; Email,https://knowledge.hubspot.com/integrations/import-marketing-event-participants
Add and manage app cards,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/integrations/install-and-manage-app-cards
Connect HubSpot and Jira,Integrations,Permissions; Users; Ai; Workflow; Workflows; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/install-and-use-hubspots-integration-with-jira
Install and use the HubSpot WordPress plugin,Integrations,Domains; Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Landing Pages,https://knowledge.hubspot.com/integrations/install-the-hubspot-wordpress-plugin
Log Microsoft Teams calls to HubSpot records,Integrations,Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Email; Calling,https://knowledge.hubspot.com/integrations/log-microsoft-teams-calls-to-hubspot-records
Manage access to apps,Integrations,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Data Sync; Email; Inbox,https://knowledge.hubspot.com/integrations/manage-access-to-ai-connectors
Manage the marketing contacts settings for your integrations,Integrations,Permissions; Users; Ai; Workflow; Workflows; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Ads,https://knowledge.hubspot.com/integrations/manage-marketing-contacts-settings-for-your-integrations
Manage records and notifications in Microsoft Teams,Integrations,Permissions; Teams; Users; Ai; Workflow; Workflows; Automation; Subscriptions; Products; Blog; Cms; Content,https://knowledge.hubspot.com/integrations/manage-records-and-notifications-in-microsoft-teams
Manage your connected apps,Integrations,Permissions; Teams; Users; Breeze; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Products; Blog,https://knowledge.hubspot.com/integrations/manage-your-connected-apps
Manage notifications in Google Chat,Integrations,Permissions; Users; Ai; Copilot; Workflow; Workflows; Automation; Subscriptions; Products; Blog; Cms; Content,https://knowledge.hubspot.com/integrations/manage-your-notifications-in-google-chat
Manage notifications in Slack,Integrations,Users; Ai; Copilot; Workflow; Workflows; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/integrations/manage-your-notifications-in-slack
